text,label
Putin to inform Saudi king about his meeting with Assad: Kremlin,Human
Turkish opposition journalist sentenced to three years over tweet: agency,Human
"Germany's Schaeuble urges parties to compromise, take responsibility",Human
Senior Israeli official dismisses Lebanese army border warning,Human
Zimbabwe's Mnangagwa adds to calls for Mugabe to go,Human
Unclear if anyone will attend Mugabe cabinet meeting: spokesman,Human
China says hopes all parties can resolve North Korea issue peacefully,Human
"Trump, Putin to talk over phone on Tuesday after Assad's visit to Russia: Ifx",Human
Thailand seeks to prosecute ousted PM Thaksin in absentia in two graft cases,Human
Mexico's presidential front-runner vows stable economy; aide urges NAFTA delay,Human
Sound in Atlantic not from missing Argentine submarine: navy spokesman,Human
"Trump declares North Korea state sponsor of terrorism, triggers sanctions",Human
Pinera aims for center in tight battle for Chile's top job,Human
South Korea says U.S. designation of North Korea as terrorist sponsor to contribute to decentralization,Human
China pledges to be more open to providing information: China Daily,Human
Beijing detains 18 after apartment fire: Xinhua,Human
China supports Cambodia's crackdown on political opposition,Human
Panama illegal drug seizures set to hit record in 2017: officials,Human
Argentina's first female submarine officer on board missing vessel,Human
Sounds detected not from missing Argentine submarine: navy spokesman,Human
Tillerson says North Korea designation aimed at third parties,Human
Japan PM welcomes U.S. designation of North Korea as sponsor of terrorism: Kyodo,Human
May meets senior ministers to discuss Brexit divorce bill offer,Human
Televisa exec shot dead outside Mexico City while riding bike,Human
U.S. Navy rolls out new measures after deadly Asia-Pacific crashes,Human
Liberia electoral commission says fraud claims lack evidence,Human
Egypt's Sisi to meet Lebanon's Hariri on Tuesday - Egypt presidency,Human
USA's Tillerson and Saudi crown prince discuss terrorism by phone,Human
Head of Syrian opposition's HNC resigns: statement,Human
"Russia's Putin, Qatari Emir discuss Syria by phone: Kremlin",Human
Lebanon's Hezbollah denies sending weapons to Yemen,Human
DUP says Northern Ireland will leave EU on same terms as rest of UK,Human
"U.S., Afghan forces strike opium factories to curb Taliban funds",Human
Zimbabwe's Mugabe in contact with ousted vice president,Human
"U.S. sanctions individuals, entities for Iran-linked counterfeiting",Human
Zimbabwe's Mugabe in talks with ousted vice president: army chief,Human
"Like Zimbabwe, South Africa needs leadership change: ANC official",Human
Defiant Hun Sen tells U.S. to cut all aid to Cambodia,Human
Saudi agency says country targeted in cyber spying campaign,Human
U.S. general sets two-year goal for driving back Afghan Taliban,Human
Zimbabwe minister Moyo's Twitter account hacked: family member,Human
Detained Catalan government members say they accept Madrid's control,Human
Iraqi court rules Kurdish independence vote unconstitutional,Human
Merkel sees no reason to resign; focused on building stable government,Human
Face time with May: UK listens to bankers' Brexit worries,Human
Zimbabwe's ruling party to launch Mugabe impeachment motion on Tuesday,Human
UK Brexit campaign probed over possible breach of campaign finance rules,Human
Greek island on strike in protest against becoming migrant 'prison',Human
German president says all parties have duty to try to form government,Human
Belarus KGB says Ukrainian journalist set up spy ring in Minsk,Human
Iraq Kurds seek international help to lift sanctions imposed by Baghdad,Human
Zimbabwe's Mugabe calls for cabinet meeting on Tuesday,Human
"North Korean women suffer discrimination, rape, malnutrition: U.N.",Human
Zimbabwe's Moyo says on Twitter he is out of the country,Human
Gerry Adams to step down in end of an era for Irish nationalism,Human
Health staff in southern Libya strike after doctor's kidnapping,Human
Soros says Hungarian government lying in attacks against him,Human
"UK queen and husband Philip celebrate 70 years of marriage, quietly",Human
Kenya's Supreme Court upholds Kenyatta's presidential win,Human
Zimbabwe's opposition to decide on Mugabe impeachment Tuesday: chief whip,Human
Italy's 5-Star pummels center-right in Rome beachfront vote,Human
Hungary says it is facing 'frontal assault' from U.S. financier Soros,Human
North Korean foreign minister heads to Cuba,Human
Zimbabwe broadcaster on stand-by for address by military: ZBC workers,Human
SPD leader says voters must reassess German political situation,Human
Lebanon's president rejects terrorism suggestion,Human
Zimbabwe opposition wants inclusive political process after military intervention,Human
UK says clear that Zimbabwe's Mugabe has lost the support of the people,Human
Fifteen dead in food aid stampede in Morocco: ministry,Human
U.S. envoy to Russia: visa consultations in consulates may resume soon - TASS,Human
German coalition talks collapse is 'bad news for Europe': Dutch minister,Human
Germany's SPD not available for government after talks fail,Human
What happens now after collapse of German coalition talks?,Human
Merkel gets strong backing from her party after talks fail,Human
"Australia, NZ officials discuss screening for Manus refugees - NZ PM",Human
"France wants 'strong and stable' Germany, President Macron says",Human
UK PM May's spokesman says not aware of Brexit concerns over German political crisis,Human
Cambodia's opposition gives up posts after ban,Human
Iraqi Kurd prime minister: court voided referendum without KRG input,Human
"Pinera wins first round of Chile election, faces runoff",Human
"Merkel to meet German president, who will then make statement",Human
Greece to give millions in compensation to flood victims,Human
"Syrian Kurdish militia attacks Turkish outpost in Syria's Idlib, no casualties: Anadolu",Human
Putin plan to rejuvenate Russian politics makes slow progress,Human
South Korea fears further missile advances by North this year in threat to U.S.,Human
Turkey detains 51 teachers over suspected links to coup: Dogan,Human
Swiss police lift U.S. consular office evacuation,Human
ZANU-PF members to meet to discuss impeaching Mugabe: party chief whip,Human
Clamor for justice: Yugoslav court leaves global legacy,Human
Chinese envoy exchanges views on Korean peninsula issue in North Korea,Human
Noon deadline set by ZANU-PF for Mugabe's resignation passes,Human
"China draws three-stage path for Myanmar, Bangladesh to resolve Rohingya crisis",Human
China says willing to keep playing constructive role over Rakhine state issue,Human
"Zimbabwe students chant anti-Mugabe songs, exams postponed",Human
Zimbabwe's Mugabe speech was meant to sanitize army intervention: sources,Human
Merkel cancels news conference with Dutch PM as coalition talks fail,Human
U.S. consular office in Zurich evacuated: Blick newspaper,Human
China upset as Indian president visits disputed border region,Human
U.N. urges Japan to resettle more refugees after taking just three in first half,Human
Macron says not in French interests for German coalition talks to stall,Human
Zimbabwe war vets to launch court case to legalize military action to oust Mugabe,Human
Indonesia parliament speaker taken into custody by anti-graft agency,Human
"Zimbabwe's Mugabe has drafted resignation letter, CNN says",Human
Twenty Chinese Uighurs use blankets to escape Thai cell,Human
Philippines' Duterte keeps open pit mining ban in policy clash,Human
Three dead after suspected gas leak at PetroChina refinery: media,Human
President Mugabe stuns Zimbabwe by defying pressure to resign,Human
Satellite calls yield no clues on missing Argentine submarine,Human
China's Chongqing renews attacks on former disgraced leaders,Human
Beijing orders safety checks after apartment block fire kills 19,Human
No deal on tax among German coalition parties: conservative politician,Human
China proposed three-phase plan for Rohingya issue,Human
Satellite signals not helpful to Argentine submarine search: navy official,Human
Pinera leads Chile election with 36 percent after partial count,Human
Israeli minister reveals covert contacts with Saudi Arabia,Human
"Chile's Pinera seen winning 36 percent of vote, Guillier 23 percent: media projection",Human
Iridium says last call from its device on missing Argentine submarine was Wednesday,Human
Greek centrists elect alliance leader to boost popularity,Human
"Saudi Arabia and Arab allies push for unity against Iran, Hezbollah meddling",Human
